Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2024,ALASKA,"CLAM, PACIFIC GEODUCK",337190,153,3003670,Public,Commercial,Panopea abrupta,81779,AKFIN
2024,ALASKA,"COD, PACIFIC",373778955,169545,106444664,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2024,ALASKA,"CRAB, DUNGENESS",5669616,2572,18015383,Public,Commercial,Cancer magister,98675,AKFIN
2024,ALASKA,"CRAB, KING **",8134023,3690,109090007,Public,Commercial,Paralithodes,97934,AKFIN
2024,ALASKA,"CRAB, SOUTHERN TANNER",7199640,3266,26029381,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2024,ALASKA,CRUSTACEANS **,135038,61,1229807,Public,Commercial,Crustacea,83677,AKFIN
2024,ALASKA,"CUCUMBERS, SEA **",1980904,899,9779889,Public,Commercial,Holothuroidea,158140,AKFIN
2024,ALASKA,FLATFISHES **,33266821,15090,5716901,Public,Commercial,Pleuronectiformes,172702,AKFIN
2024,ALASKA,"FLOUNDER, ARROWTOOTH",57584237,26120,7700533,Public,Commercial,Atheresthes stomias,172862,AKFIN
2024,ALASKA,"HALIBUT, GREENLAND",1651359,749,1003758,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2024,ALASKA,"HALIBUT, PACIFIC",18787158,8522,73453552,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2024,ALASKA,"HERRING, PACIFIC",32381898,14688,5393691,Public,Commercial,Clupea pallasii,551209,AKFIN
2024,ALASKA,LINGCOD,525453,238,567299,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2024,ALASKA,"MACKEREL, ATKA",158345700,71825,39845623,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2024,ALASKA,OCTOPUSES **,482669,219,271561,Public,Commercial,Octopodidae,82590,AKFIN
2024,ALASKA,"POLLOCK, WALLEYE ",3141574287,1425009,432472430,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2024,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",135020698,61245,22268345,Public,Commercial,Sebastes alutus,166707,AKFIN
2024,ALASKA,"ROCKFISH, WIDOW",73247,33,6228,Public,Commercial,Sebastes entomelas,166719,AKFIN
2024,ALASKA,"ROCKFISH, YELLOWTAIL",6459,3,1812,Public,Commercial,Sebastes flavidus,166720,AKFIN
2024,ALASKA,ROCKFISHES **,30598949,13880,6033823,Public,Commercial,Sebastes ,166705,AKFIN
2024,ALASKA,SABLEFISH,51292371,23266,82432434,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2024,ALASKA,"SALMON, CHINOOK",2422390,1099,13046604,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2024,ALASKA,"SALMON, CHUM",90729873,41155,45700570,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2024,ALASKA,"SALMON, COHO",10196073,4625,13022910,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2024,ALASKA,"SALMON, PACIFIC **",,,3692,Public,Commercial,Oncorhynchus,161974,AKFIN
2024,ALASKA,"SALMON, PINK",101001579,45814,33807724,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2024,ALASKA,"SALMON, SOCKEYE",195555600,88703,258720709,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2024,ALASKA,"SCALLOP, WEATHERVANE",19319,9,156919,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2024,ALASKA,"SHARK, DOGFISH, SPINY",14650,7,1056,Public,Commercial,Squalus acanthias,160617,AKFIN
2024,ALASKA,"SHRIMPS, PENAEID **",788316,358,3318707,Public,Commercial,Penaeidae,95602,AKFIN
2024,ALASKA,"SKATES, RAJIDAE (FAMILY) **",30837607,13988,665305,Public,Commercial,Rajidae,160845,AKFIN
2024,ALASKA,"SOLE, BUTTER",403867,183,34507,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2024,ALASKA,"SOLE, ENGLISH",829456,376,59102,Public,Commercial,Parophrys vetulus,172921,AKFIN
2024,ALASKA,"SOLE, FLATHEAD",28983413,13147,4837619,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2024,ALASKA,"SOLE, REX",4154505,1884,1101437,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2024,ALASKA,"SOLE, ROCK",65640224,29774,10868277,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2024,ALASKA,"SOLE, SAND",16687,8,2919,Public,Commercial,Psettichthys melanostictus,172928,AKFIN
2024,ALASKA,"SOLE, YELLOWFIN",197469076,89571,31997940,Public,Commercial,Limanda aspera,172907,AKFIN
2024,ALASKA,"VERTEBRATES, JAWED",125158,57,12002,Public,Commercial,Gnathostomata ,914179,AKFIN
2023,ALASKA,"CLAM, PACIFIC GEODUCK",518920,235,4722860,Public,Commercial,Panopea abrupta,81779,AKFIN
2023,ALASKA,"COD, PACIFIC",373694220,169507,151605119,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2023,ALASKA,"CRAB, DUNGENESS",7452078,3380,14756866,Public,Commercial,Cancer magister,98675,AKFIN
2023,ALASKA,"CRAB, KING **",9102922,4129,95733985,Public,Commercial,Paralithodes,97934,AKFIN
2023,ALASKA,"CRAB, SOUTHERN TANNER",10544669,4783,34832588,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2023,ALASKA,CRUSTACEANS **,154012,70,1517143,Public,Commercial,Crustacea,83677,AKFIN
2023,ALASKA,"CUCUMBERS, SEA **",1797449,815,9226262,Public,Commercial,Holothuroidea,158140,AKFIN
2023,ALASKA,FLATFISHES **,46511144,21097,8821072,Public,Commercial,Pleuronectiformes,172702,AKFIN
2023,ALASKA,"FLOUNDER, ARROWTOOTH",31854119,14449,3921852,Public,Commercial,Atheresthes stomias,172862,AKFIN
2023,ALASKA,"HALIBUT, GREENLAND",2681573,1216,1650251,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2023,ALASKA,"HALIBUT, PACIFIC",20761759,9417,85388586,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2023,ALASKA,"HERRING, PACIFIC",33761846,15314,12579669,Public,Commercial,Clupea pallasii,551209,AKFIN
2023,ALASKA,LINGCOD,550141,250,653583,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2023,ALASKA,"MACKEREL, ATKA",145565617,66028,37937437,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2023,ALASKA,OCTOPUSES **,247445,112,112448,Public,Commercial,Octopodidae,82590,AKFIN
2023,ALASKA,"POLLOCK, WALLEYE ",3159375574,1433083,523611687,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2023,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",140109045,63553,23192441,Public,Commercial,Sebastes alutus,166707,AKFIN
2023,ALASKA,"ROCKFISH, WIDOW",344982,156,18842,Public,Commercial,Sebastes entomelas,166719,AKFIN
2023,ALASKA,ROCKFISHES **,39018490,17699,7027065,Public,Commercial,Sebastes ,166705,AKFIN
2023,ALASKA,SABLEFISH,53978154,24484,96068316,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2023,ALASKA,"SALMON, CHINOOK",2836002,1286,15790081,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2023,ALASKA,"SALMON, CHUM",119832626,54356,66362358,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2023,ALASKA,"SALMON, COHO",13881055,6296,13863872,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2023,ALASKA,"SALMON, PACIFIC **",,,4891,Public,Commercial,Oncorhynchus,161974,AKFIN
2023,ALASKA,"SALMON, PINK",422966520,191856,101005840,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2023,ALASKA,"SALMON, SOCKEYE",286171902,129807,237332217,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2023,ALASKA,"SCALLOP, WEATHERVANE",170048,77,1671014,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2023,ALASKA,"SHARK, DOGFISH, SPINY",16980,8,1148,Public,Commercial,Squalus acanthias,160617,AKFIN
2023,ALASKA,"SHRIMPS, PENAEID **",1041025,472,3538969,Public,Commercial,Penaeidae,95602,AKFIN
2023,ALASKA,"SKATES, RAJIDAE (FAMILY) **",28721771,13028,2443801,Public,Commercial,Rajidae,160845,AKFIN
2023,ALASKA,"SOLE, BUTTER",370878,168,36328,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2023,ALASKA,"SOLE, ENGLISH",478157,217,33006,Public,Commercial,Parophrys vetulus,172921,AKFIN
2023,ALASKA,"SOLE, FLATHEAD",19198640,8708,3275568,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2023,ALASKA,"SOLE, REX",4216979,1913,1181968,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2023,ALASKA,"SOLE, ROCK",59118472,26816,11521021,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2023,ALASKA,"SOLE, YELLOWFIN",245051723,111155,41983701,Public,Commercial,Limanda aspera,172907,AKFIN
2023,ALASKA,"VERTEBRATES, JAWED",79317,36,10432,Public,Commercial,Gnathostomata ,914179,AKFIN
2022,ALASKA,"CLAM, PACIFIC GEODUCK",335276,152,3259316,Public,Commercial,Panopea abrupta,81779,AKFIN
2022,ALASKA,"COD, PACIFIC",402864560,182738,183052045,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2022,ALASKA,"CRAB, DUNGENESS",7914608,3590,19688572,Public,Commercial,Cancer magister,98675,AKFIN
2022,ALASKA,"CRAB, KING **",4526178,2053,46627607,Public,Commercial,Paralithodes,97934,AKFIN
2022,ALASKA,"CRAB, SNOW",5476142,2484,39184752,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2022,ALASKA,"CRAB, SOUTHERN TANNER",4803887,2179,34691680,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2022,ALASKA,CRUSTACEANS **,195440,89,1813317,Public,Commercial,Crustacea,83677,AKFIN
2022,ALASKA,"CUCUMBERS, SEA **",1672464,759,5664044,Public,Commercial,Holothuroidea,158140,AKFIN
2022,ALASKA,FLATFISHES **,40804043,18509,7087669,Public,Commercial,Pleuronectiformes,172702,AKFIN
2022,ALASKA,"FLOUNDER, ARROWTOOTH",37493970,17007,4740543,Public,Commercial,Atheresthes stomias,172862,AKFIN
2022,ALASKA,"HALIBUT, GREENLAND",3094350,1404,1907726,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2022,ALASKA,"HALIBUT, PACIFIC",23935255,10857,130834062,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2022,ALASKA,"HERRING, PACIFIC",94148988,42706,14492439,Public,Commercial,Clupea pallasii,551209,AKFIN
2022,ALASKA,LINGCOD,548005,249,664470,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2022,ALASKA,"MACKEREL, ATKA",128425013,58253,31525400,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2022,ALASKA,OCTOPUSES **,297804,135,220725,Public,Commercial,Octopodidae,82590,AKFIN
2022,ALASKA,"POLLOCK, WALLEYE ",2703904515,1226483,512993680,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2022,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",136793659,62049,25261776,Public,Commercial,Sebastes alutus,166707,AKFIN
2022,ALASKA,"ROCKFISH, WIDOW",187754,85,20242,Public,Commercial,Sebastes entomelas,166719,AKFIN
2022,ALASKA,ROCKFISHES **,32964673,14953,6741397,Public,Commercial,Sebastes ,166705,AKFIN
2022,ALASKA,SABLEFISH,55489414,25170,147334505,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2022,ALASKA,"SALMON, CHINOOK",3552806,1612,20439536,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2022,ALASKA,"SALMON, CHUM",82158493,37267,86766117,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2022,ALASKA,"SALMON, COHO",10048225,4558,15876806,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2022,ALASKA,"SALMON, PACIFIC **",220,0,9477,Public,Commercial,Oncorhynchus,161974,AKFIN
2022,ALASKA,"SALMON, PINK",216247769,98089,108569843,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2022,ALASKA,"SALMON, SOCKEYE",381177520,172901,545255884,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2022,ALASKA,"SCALLOP, WEATHERVANE",170440,77,1675743,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2022,ALASKA,"SHARK, DOGFISH, SPINY",16439,7,1231,Public,Commercial,Squalus acanthias,160617,AKFIN
2022,ALASKA,"SHRIMPS, PENAEID **",978381,444,1027854,Public,Commercial,Penaeidae,95602,AKFIN
2022,ALASKA,"SKATES, RAJIDAE (FAMILY) **",28447105,12904,1100269,Public,Commercial,Rajidae,160845,AKFIN
2022,ALASKA,"SOLE, BUTTER",634718,288,49611,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2022,ALASKA,"SOLE, ENGLISH",43180,20,2141,Public,Commercial,Parophrys vetulus,172921,AKFIN
2022,ALASKA,"SOLE, FLATHEAD",31172038,14140,5759876,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2022,ALASKA,"SOLE, REX",3127401,1419,698264,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2022,ALASKA,"SOLE, ROCK",40322803,18290,7769777,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2022,ALASKA,"SOLE, YELLOWFIN",333985736,151495,61941179,Public,Commercial,Limanda aspera,172907,AKFIN
2022,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",13599,6,11101,Public,Commercial,Strongylocentrotus,157968,AKFIN
2022,ALASKA,"VERTEBRATES, JAWED",91130,41,19603,Public,Commercial,Gnathostomata ,914179,AKFIN
2021,ALASKA,"CLAM, PACIFIC GEODUCK",612589,278,5630584,Public,Commercial,Panopea abrupta,81779,AKFIN
2021,ALASKA,"COD, PACIFIC",330496006,149912,120619219,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2021,ALASKA,"CRAB, DUNGENESS",9039762,4100,37986127,Public,Commercial,Cancer magister,98675,AKFIN
2021,ALASKA,"CRAB, KING **",6029355,2735,75015671,Public,Commercial,Paralithodes,97934,AKFIN
2021,ALASKA,"CRAB, SNOW",44135849,20020,219165813,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2021,ALASKA,"CRAB, SOUTHERN TANNER",2252395,1022,11163481,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2021,ALASKA,CRUSTACEANS **,123045,56,1230450,Public,Commercial,Crustacea,83677,AKFIN
2021,ALASKA,"CUCUMBERS, SEA **",2117500,960,12431401,Public,Commercial,Holothuroidea,158140,AKFIN
2021,ALASKA,FLATFISHES **,46493649,21089,5589370,Public,Commercial,Pleuronectiformes,172702,AKFIN
2021,ALASKA,"FLOUNDER, ARROWTOOTH",35655800,16173,3718701,Public,Commercial,Atheresthes stomias,172862,AKFIN
2021,ALASKA,"HALIBUT, GREENLAND",3415637,1549,1819995,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2021,ALASKA,"HALIBUT, PACIFIC",23927761,10854,115141104,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2021,ALASKA,"HERRING, PACIFIC",74469654,33779,9257290,Public,Commercial,Clupea pallasii,551209,AKFIN
2021,ALASKA,LINGCOD,458034,208,638715,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2021,ALASKA,"MACKEREL, ATKA",135539004,61480,26997453,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2021,ALASKA,OCTOPUSES **,107886,49,56008,Public,Commercial,Octopodidae,82590,AKFIN
2021,ALASKA,"POLLOCK, WALLEYE ",3227032891,1463773,483465530,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2021,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",136845995,62073,18853596,Public,Commercial,Sebastes alutus,166707,AKFIN
2021,ALASKA,"ROCKFISH, WIDOW",124871,57,9366,Public,Commercial,Sebastes entomelas,166719,AKFIN
2021,ALASKA,"ROCKFISH, YELLOWTAIL",21455,10,3047,Public,Commercial,Sebastes flavidus,166720,AKFIN
2021,ALASKA,ROCKFISHES **,30651035,13903,4691309,Public,Commercial,Sebastes ,166705,AKFIN
2021,ALASKA,SABLEFISH,41450936,18802,97967684,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2021,ALASKA,"SALMON, CHINOOK",3063250,1389,16867658,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2021,ALASKA,"SALMON, CHUM",62836478,28502,55997791,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2021,ALASKA,"SALMON, COHO",16622460,7540,25434566,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2021,ALASKA,"SALMON, PACIFIC **",611,0,7830,Public,Commercial,Oncorhynchus,161974,AKFIN
2021,ALASKA,"SALMON, PINK",453002874,205481,181792621,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2021,ALASKA,"SALMON, SOCKEYE",271451933,123130,472159207,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2021,ALASKA,"SCALLOP, WEATHERVANE",155881,71,1557562,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2021,ALASKA,"SHRIMPS, PENAEID **",761942,346,3445257,Public,Commercial,Penaeidae,95602,AKFIN
2021,ALASKA,"SKATES, RAJIDAE (FAMILY) **",20184062,9155,558694,Public,Commercial,Rajidae,160845,AKFIN
2021,ALASKA,"SOLE, BUTTER",631399,286,21403,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2021,ALASKA,"SOLE, ENGLISH",184304,84,2878,Public,Commercial,Parophrys vetulus,172921,AKFIN
2021,ALASKA,"SOLE, FLATHEAD",22143095,10044,2948948,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2021,ALASKA,"SOLE, REX",2443267,1108,491848,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2021,ALASKA,"SOLE, ROCK",32076891,14550,3950811,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2021,ALASKA,"SOLE, YELLOWFIN",235426003,106789,32838288,Public,Commercial,Limanda aspera,172907,AKFIN
2021,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",34547,16,32886,Public,Commercial,Strongylocentrotus,157968,AKFIN
2021,ALASKA,"VERTEBRATES, JAWED",116108,53,4842,Public,Commercial,Gnathostomata ,914179,AKFIN
2020,ALASKA,"CLAM, PACIFIC GEODUCK",540145,245,2784515,Public,Commercial,Panopea abrupta,81779,AKFIN
2020,ALASKA,"COD, PACIFIC",380338622,172520,160891898,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2020,ALASKA,"CRAB, DUNGENESS",11761282,5335,21560422,Public,Commercial,Cancer magister,98675,AKFIN
2020,ALASKA,"CRAB, KING **",8509109,3860,72436633,Public,Commercial,Paralithodes,97934,AKFIN
2020,ALASKA,"CRAB, SNOW",33606698,15244,132287850,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2020,ALASKA,"CRAB, SOUTHERN TANNER",2316010,1051,8998281,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2020,ALASKA,CRUSTACEANS **,232309,105,2323090,Public,Commercial,Crustacea,83677,AKFIN
2020,ALASKA,"CUCUMBERS, SEA **",1658569,752,5959100,Public,Commercial,Holothuroidea,158140,AKFIN
2020,ALASKA,FLATFISHES **,57162206,25929,8380096,Public,Commercial,Pleuronectiformes,172702,AKFIN
2020,ALASKA,"FLOUNDER, ARROWTOOTH",65712256,29807,6038262,Public,Commercial,Atheresthes stomias,172862,AKFIN
2020,ALASKA,"HALIBUT, GREENLAND",4947100,2244,2258102,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2020,ALASKA,"HALIBUT, PACIFIC",20768745,9421,64336263,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2020,ALASKA,"HERRING, PACIFIC",17322385,7857,4408649,Public,Commercial,Clupea pallasii,551209,AKFIN
2020,ALASKA,LINGCOD,492866,224,517322,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2020,ALASKA,"MACKEREL, ATKA",129400780,58696,28696842,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2020,ALASKA,OCTOPUSES **,384207,174,174635,Public,Commercial,Octopodidae,82590,AKFIN
2020,ALASKA,"POLLOCK, WALLEYE ",3230472877,1465333,452233607,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2020,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",135810656,61603,17117592,Public,Commercial,Sebastes alutus,166707,AKFIN
2020,ALASKA,"ROCKFISH, WIDOW",69847,32,6942,Public,Commercial,Sebastes entomelas,166719,AKFIN
2020,ALASKA,"ROCKFISH, YELLOWTAIL",13070,6,1784,Public,Commercial,Sebastes flavidus,166720,AKFIN
2020,ALASKA,ROCKFISHES **,32648959,14809,4913077,Public,Commercial,Sebastes ,166705,AKFIN
2020,ALASKA,SABLEFISH,32520722,14751,62097846,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2020,ALASKA,"SALMON, CHINOOK",3249704,1474,15180705,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2020,ALASKA,"SALMON, CHUM",45159346,20484,19700235,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2020,ALASKA,"SALMON, COHO",15832565,7182,21436433,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2020,ALASKA,"SALMON, PACIFIC **",,,9496,Public,Commercial,Oncorhynchus,161974,AKFIN
2020,ALASKA,"SALMON, PINK",190770125,86533,64639411,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2020,ALASKA,"SALMON, SOCKEYE",235211653,106691,260144573,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2020,ALASKA,SCULPINS **,139949,63,8864,Public,Commercial,Cottidae,167196,AKFIN
2020,ALASKA,"SHARK, DOGFISH, SPINY",58153,26,2382,Public,Commercial,Squalus acanthias,160617,AKFIN
2020,ALASKA,"SHRIMPS, PENAEID **",1276727,579,3034984,Public,Commercial,Penaeidae,95602,AKFIN
2020,ALASKA,"SKATES, RAJIDAE (FAMILY) **",21229945,9630,4906267,Public,Commercial,Rajidae,160845,AKFIN
2020,ALASKA,"SOLE, BUTTER",1407518,638,166811,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2020,ALASKA,"SOLE, DOVER",111680,51,6635,Public,Commercial,Microstomus pacificus,172887,AKFIN
2020,ALASKA,"SOLE, ENGLISH",914207,415,105278,Public,Commercial,Parophrys vetulus,172921,AKFIN
2020,ALASKA,"SOLE, FLATHEAD",22468827,10192,2795548,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2020,ALASKA,"SOLE, REX",4958587,2249,1180570,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
2020,ALASKA,"SOLE, ROCK",61274417,27794,10950025,Public,Commercial,Paraplagusia bilineata,173105,AKFIN
2020,ALASKA,"SOLE, YELLOWFIN",290515251,131777,42058057,Public,Commercial,Limanda aspera,172907,AKFIN
2020,ALASKA,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",180891,82,156808,Public,Commercial,Strongylocentrotus,157968,AKFIN
2020,ALASKA,"VERTEBRATES, JAWED",103269,47,4218,Public,Commercial,Gnathostomata ,914179,AKFIN
2019,ALASKA,"CLAM, PACIFIC GEODUCK",593936,269,3637973,Public,Commercial,Panopea abrupta,81779,AKFIN
2019,ALASKA,"COD, PACIFIC",463723847,210344,118593170,Public,Commercial,Gadus macrocephalus,164711,AKFIN
2019,ALASKA,"CRAB, DUNGENESS",7691846,3489,22849296,Public,Commercial,Cancer magister,98675,AKFIN
2019,ALASKA,"CRAB, KING **",10816176,4906,67553895,Public,Commercial,Paralithodes,97934,AKFIN
2019,ALASKA,"CRAB, SNOW",27260061,12365,82266758,Public,Commercial,Chionoecetes opilio,98428,AKFIN
2019,ALASKA,"CRAB, SOUTHERN TANNER",3194274,1449,11320543,Public,Commercial,Chionoecetes bairdi,98429,AKFIN
2019,ALASKA,CRUSTACEANS **,223561,101,865391,Public,Commercial,Crustacea,83677,AKFIN
2019,ALASKA,"CUCUMBERS, SEA **",2107934,956,10581158,Public,Commercial,Holothuroidea,158140,AKFIN
2019,ALASKA,FLATFISHES **,43967421,19943,7810176,Public,Commercial,Pleuronectiformes,172702,AKFIN
2019,ALASKA,"FLOUNDER, ARROWTOOTH",71126607,32263,7188365,Public,Commercial,Atheresthes stomias,172862,AKFIN
2019,ALASKA,"HALIBUT, GREENLAND",6144161,2787,3433078,Public,Commercial,Reinhardtius hippoglossoides,172930,AKFIN
2019,ALASKA,"HALIBUT, PACIFIC",23072282,10466,92636079,Public,Commercial,Hippoglossus stenolepis,172932,AKFIN
2019,ALASKA,"HERRING, PACIFIC",51365772,23299,21421675,Public,Commercial,Clupea pallasii,551209,AKFIN
2019,ALASKA,LINGCOD,502107,228,615251,Public,Commercial,Ophiodon elongatus,167116,AKFIN
2019,ALASKA,"MACKEREL, ATKA",127271755,57730,44452646,Public,Commercial,Pleurogrammus monopterygius,167120,AKFIN
2019,ALASKA,OCTOPUSES **,773117,351,400940,Public,Commercial,Octopodidae,82590,AKFIN
2019,ALASKA,"POLLOCK, WALLEYE ",3352595189,1520727,387601104,Public,Commercial,Gadus chalcogrammus,934083,AKFIN
2019,ALASKA,"ROCKFISH, PACIFIC OCEAN PERCH",139749847,63390,29059114,Public,Commercial,Sebastes alutus,166707,AKFIN
2019,ALASKA,"ROCKFISH, WIDOW",32957,15,4539,Public,Commercial,Sebastes entomelas,166719,AKFIN
2019,ALASKA,ROCKFISHES **,38115392,17289,9067277,Public,Commercial,Sebastes ,166705,AKFIN
2019,ALASKA,SABLEFISH,29015684,13161,68435412,Public,Commercial,Anoplopoma fimbria,167123,AKFIN
2019,ALASKA,"SALMON, CHINOOK",3367551,1528,13818327,Public,Commercial,Oncorhynchus tshawytscha,161980,AKFIN
2019,ALASKA,"SALMON, CHUM",113340488,51411,59439529,Public,Commercial,Oncorhynchus keta,161976,AKFIN
2019,ALASKA,"SALMON, COHO",25729294,11671,27778034,Public,Commercial,Oncorhynchus kisutch,161977,AKFIN
2019,ALASKA,"SALMON, PINK",394661469,179017,106052131,Public,Commercial,Oncorhynchus gorbuscha,161975,AKFIN
2019,ALASKA,"SALMON, SOCKEYE",289957206,131524,466350086,Public,Commercial,Oncorhynchus nerka,161979,AKFIN
2019,ALASKA,"SCALLOP, WEATHERVANE",166799,76,1647663,Public,Commercial,Patinopecten caurinus,79757,AKFIN
2019,ALASKA,SCULPINS **,132763,60,7772,Public,Commercial,Cottidae,167196,AKFIN
2019,ALASKA,"SHARK, DOGFISH, SPINY",84543,38,2036,Public,Commercial,Squalus acanthias,160617,AKFIN
2019,ALASKA,"SHRIMPS, PENAEID **",1945021,882,3444995,Public,Commercial,Penaeidae,95602,AKFIN
2019,ALASKA,"SKATES, RAJIDAE (FAMILY) **",23557385,10686,1970150,Public,Commercial,Rajidae,160845,AKFIN
2019,ALASKA,"SOLE, BUTTER",661171,300,101746,Public,Commercial,Isopsetta isolepis,172919,AKFIN
2019,ALASKA,"SOLE, DOVER",53534,24,5350,Public,Commercial,Microstomus pacificus,172887,AKFIN
2019,ALASKA,"SOLE, ENGLISH",513235,233,74379,Public,Commercial,Parophrys vetulus,172921,AKFIN
2019,ALASKA,"SOLE, FLATHEAD",38397735,17417,8990881,Public,Commercial,Hippoglossoides elassodon,172875,AKFIN
2019,ALASKA,"SOLE, REX",5397837,2448,1504836,Public,Commercial,Glyptocephalus zachirus,172978,AKFIN
